id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
115,12000,5,14.46,282.09,C,C4,152595,5 years,2,70000,0,2016/3/1,1,0,112,23,34.61,0,735,739,9,0,0,22092,48.9,12,0,0,Apr-92,0,1,0,3,4,4,3,4,6,4,5,4,9,0,0,0,0
116,15000,5,15.99,364.7,C,C5,54,,0,59000,0,2017/5/1,0,0,80,21,17.88,1,735,739,9,0,0,5719,14.2,20,0,0,Sep-05,0,1,0,1,2,2,4,5,5,6,11,2,9,0,0,0,3
117,6000,3,6.24,183.19,A,A2,54,,1,40000,1,2015/11/1,0,0,63,14,6.03,0,765,769,5,0,0,9983,21.7,7,0,0,Nov-00,0,1,0,5,5,5,5,7,0,5,7,5,5,0,0,0,0
118,21000,3,7.97,657.78,A,A5,153,10+ years,0,75000,0,2017/8/1,0,2,189,9,28.36,0,705,709,10,0,0,40541,81.4,19,0,0,Mar-81,5,1,0,7,8,8,7,10,5,8,13,8,10,0,0,0,0
119,2000,3,15.99,70.31,C,C5,15285,< 1 year,1,50960,1,2017/1/1,0,0,441,9,14.58,0,670,674,8,0,0,14382,76.1,15,0,0,Jan-07,0,1,0,4,6,6,4,6,5,6,10,6,8,0,0,0,3
120,20000,3,9.76,643.1,B,B1,344532,4 years,1,97000,2,2012/6/1,0,2,143,8,2.13,0,725,729,11,0,0,2546,10.5,23,1,0,Sep-02,94,1,,,,,,,,,,,,,,,
121,35000,5,11.39,767.81,B,B3,48,10+ years,0,245000,2,2016/11/1,1,2,238,22,8.42,0,715,719,13,1,1,29338,41.6,24,0,0,Feb-08,5,1,0,4,6,6,7,8,9,11,13,6,13,0,0,0,3
122,24350,3,14.49,838.04,C,C4,54,,0,68193.36,2,2016/9/1,1,4,114,13,32.88,0,695,699,15,0,0,34597,73,26,0,0,May-73,4,1,0,6,10,10,7,9,5,12,16,10,15,0,0,0,1
123,25000,3,13.53,848.75,B,B5,257018,8 years,0,76409,2,2013/12/1,0,0,113,22,6.61,1,675,679,8,0,0,17562,75.7,25,1,0,Feb-96,6065,1,2,2,4,4,3,6,3,6,15,4,8,0,0,0,2
124,9000,3,11.53,296.92,B,B5,125,2 years,1,59000,1,2015/8/1,0,0,180,32,13.77,0,690,694,7,0,0,9050,67.5,9,0,0,Apr-08,0,1,0,4,4,4,4,4,3,5,6,4,7,0,0,0,0
125,15400,3,9.99,496.85,B,B3,18333,10+ years,1,63000,2,2015/11/1,0,4,208,28,18.4,0,675,679,6,0,0,11369,72.4,22,0,0,Jan-02,4,1,1,2,3,3,2,6,8,4,14,4,6,0,0,0,2
126,28000,5,12.74,633.37,C,C1,1193,5 years,0,182000,1,2017/4/1,1,2,147,26,11.38,0,770,774,7,0,0,1954,7.3,36,0,0,Feb-07,5,1,0,1,1,1,1,10,13,2,19,1,7,0,0,0,6
127,9750,3,9.99,314.56,B,B1,1466,10+ years,1,30000,1,2013/10/1,0,4,535,17,18.44,0,690,694,9,0,0,18563,58.2,19,1,0,Feb-91,28331,1,0,5,7,7,5,7,3,9,16,7,9,0,0,0,1
128,35000,3,9.17,1115.77,B,B2,148,10+ years,0,166000,1,2015/4/1,0,0,62,13,8.87,0,730,734,5,0,0,25255,73.1,13,0,0,Mar-02,0,1,0,1,2,2,1,2,6,2,3,2,5,0,0,0,1
129,21200,5,10.64,457.15,B,B2,54,,0,55000,2,2013/7/1,1,3,290,18,4.3,0,715,719,8,0,0,9275,16.8,17,1,0,Sep-04,3,1,0,2,2,2,3,6,3,6,11,2,8,0,0,0,4
130,17000,3,13.11,573.7,B,B4,219293,2 years,0,64000,0,2013/5/1,0,4,134,8,16.83,0,710,714,14,0,0,8759,58.4,26,1,0,Jun-71,605,1,0,5,9,9,5,10,5,12,20,10,14,0,0,0,2
131,18000,5,19.99,476.79,E,E1,5088,10+ years,0,67500,1,2014/3/1,1,0,683,48,33.24,0,670,674,18,0,0,21595,86,26,0,0,Jan-04,0,1,0,8,11,11,8,11,11,11,15,11,18,0,0,0,4
132,21000,3,13.49,712.54,C,C2,46044,,0,110000,2,2017/1/1,1,4,164,20,29.26,0,710,714,19,0,0,42273,56.8,40,0,0,Mar-83,4,1,0,5,11,11,6,10,4,16,31,11,19,0,0,0,1
133,5500,3,15.04,190.77,C,C4,8569,2 years,1,23063.57,2,2018/2/1,0,5,390,13,36.34,3,690,694,18,0,0,5116,54.4,29,0,0,Jul-03,6,1,1,2,4,4,3,7,15,9,14,4,18,0,0,1,2
134,10000,3,10.15,323.38,B,B2,119441,7 years,0,40000,2,2014/6/1,0,0,760,13,24.64,5,660,664,9,1,1,4748,51.6,32,0,0,Aug-00,0,1,5,2,3,3,2,9,11,6,19,3,9,0,0,5,0
135,13000,3,17.56,467.12,D,D1,283634,7 years,1,65000,2,2013/7/1,0,0,412,13,19.03,0,670,674,12,0,0,16073,91.8,15,0,0,Nov-02,38,1,0,5,6,6,5,8,6,6,9,6,12,0,0,0,4
136,4000,3,6.97,123.46,A,A3,2393,3 years,0,53000,0,2016/3/1,0,0,271,35,16.98,0,755,759,11,0,0,5792,21.1,24,0,0,Sep-02,0,1,0,2,2,2,5,6,13,6,7,2,11,0,0,0,2
137,29850,3,18.25,1082.9,D,D5,221558,1 year,1,59700,2,2011/11/1,0,0,186,9,8.36,0,685,689,10,0,0,22586,55.1,38,1,0,Jun-96,38,1,,,,,,,,,,,,,,,
138,21600,3,13.68,734.89,C,C1,246961,5 years,1,120000,1,2013/9/1,0,4,389,8,18.15,0,725,729,4,0,0,0,0,15,0,0,Nov-91,82,1,0,0,0,0,0,3,11,1,4,0,4,0,0,0,0
139,16000,5,13.99,372.21,C,C4,97921,4 years,0,115000,1,2015/2/1,0,0,196,14,22.39,0,665,669,14,1,0,10946,71.1,26,0,0,Oct-94,0,1,1,5,7,7,5,6,14,7,9,7,14,0,0,0,4
140,4000,3,14.08,136.87,C,C3,8104,10+ years,2,67000,2,2017/9/1,0,4,33,22,24.84,0,700,704,8,0,0,88199,63.2,18,0,0,Nov-06,4,1,0,3,6,6,3,4,5,6,10,6,8,0,0,0,1
141,6000,3,14.49,206.5,C,C4,353391,2 years,1,25000,1,2016/9/1,1,0,372,30,15.51,5,670,674,11,0,0,5557,37,18,0,0,Feb-10,0,1,0,3,7,7,3,3,1,10,15,7,10,0,0,0,0
142,20000,3,15.61,699.3,D,D1,197,3 years,0,60000,1,2015/7/1,0,0,234,42,21.82,0,705,709,8,0,0,17128,83.6,18,0,0,Sep-03,0,1,0,2,4,4,3,3,9,5,7,4,8,0,0,0,1
143,17325,3,12.49,579.51,B,B5,54,,0,39250,2,2014/10/1,1,0,230,2,30.58,0,670,674,16,1,1,17756,57.3,46,1,0,Sep-87,0,1,1,5,10,10,5,16,11,14,30,10,14,0,0,0,4
144,20825,5,21.67,571.27,E,E5,1188,10+ years,0,47330,1,2015/4/1,1,0,43,19,10.24,0,690,694,6,1,1,8110,92.2,15,0,0,Mar-97,0,1,0,1,3,3,1,2,4,3,8,3,6,0,0,0,2
145,5000,3,13.33,169.27,C,C3,56362,2 years,0,102000,0,2015/6/1,0,0,313,43,7.61,0,660,664,8,0,0,2894,25.4,23,1,0,Apr-02,0,1,0,3,5,5,5,13,4,7,17,5,8,0,0,0,5
146,12000,5,19.05,311.62,D,D4,292537,1 year,0,52000,2,2013/6/1,0,0,253,21,21.23,0,660,664,10,0,0,16924,86.8,28,1,0,Mar-00,28,1,0,5,6,6,5,10,9,7,15,6,10,0,0,0,2
147,3025,3,7.97,94.76,A,A5,122264,6 years,1,38000,1,2017/7/1,1,1,224,3,19.24,1,660,664,8,0,0,1291,56.1,32,1,0,Oct-00,1,1,1,2,2,2,2,2,26,4,6,2,8,0,0,1,1
148,7800,3,7.96,244.28,A,A5,12884,10+ years,1,94000,0,2018/4/1,0,2,36,13,8.27,0,735,739,11,1,1,2329,6.9,16,0,0,Jun-86,5,1,0,4,5,5,4,5,3,10,13,5,11,0,0,0,1
149,14000,5,17.27,349.98,C,C5,295546,10+ years,1,42000,2,2013/6/1,1,0,116,14,17.09,0,660,664,8,1,1,7549,77,13,1,0,Sep-92,40452,1,0,5,6,6,5,8,2,6,11,6,8,0,0,0,1
150,4875,3,13.33,165.04,C,C3,81476,< 1 year,1,15000,0,2015/5/1,0,0,290,18,9.04,0,675,679,16,0,0,4880,92.1,21,0,0,Aug-06,0,1,0,3,3,3,4,6,15,4,6,3,16,0,0,0,1
151,14000,3,10.64,455.96,B,B4,5468,7 years,0,75000,2,2015/12/1,0,0,418,45,23.04,1,660,664,12,1,1,12134,65.6,25,0,0,Apr-01,0,1,3,7,9,9,7,9,8,9,13,9,12,0,0,1,2
152,10000,3,12.73,335.65,B,B5,215272,10+ years,1,100000,0,2018/11/1,0,6,331,8,14.75,0,740,744,21,1,1,6533,5.8,26,0,0,Dec-10,7,1,0,5,7,7,10,11,8,16,17,7,21,0,0,0,3
153,10000,3,12.49,334.49,B,B5,405,10+ years,0,100000,2,2014/8/1,0,0,16,5,20.7,0,680,684,19,0,0,40175,79.6,42,0,0,Sep-93,0,1,1,10,14,14,10,16,13,14,24,14,19,0,0,0,8
154,12000,3,14.59,413.58,D,D1,242740,8 years,0,124000,0,2010/1/1,0,4,422,30,15.36,2,670,674,16,0,0,30232,67.3,29,1,0,Mar-89,16562,1,,,,,,,,,,,,,,,
155,28000,5,9.17,583.55,B,B2,78473,9 years,2,87500,1,2015/5/1,0,4,2,2,11.81,0,745,749,10,0,0,24046,31.8,30,0,0,Aug-04,4,1,0,3,3,3,7,10,14,7,11,3,10,0,0,0,2
156,18000,5,11.47,395.6,B,B5,32,10+ years,1,47000,2,2016/2/1,1,0,514,13,9.01,2,665,669,6,0,0,11700,37,11,1,0,May-04,0,1,0,5,6,6,6,7,3,6,8,4,6,,0,0,1
157,6500,3,8.67,205.71,B,B1,174842,8 years,1,34000,0,2014/11/1,0,4,155,0,11.93,0,675,679,10,0,0,6694,57.7,12,1,0,Jan-06,4,1,0,2,2,2,3,4,5,5,7,2,10,0,0,0,1
158,7750,3,13.68,263.68,C,C1,281045,4 years,0,62000,2,2013/8/1,0,0,451,36,15.85,0,660,664,13,0,0,19697,90.4,22,1,0,Jul-05,104,1,2,4,5,5,5,10,5,8,16,5,13,0,0,0,0
159,35000,5,12.99,796.18,C,C2,405,< 1 year,0,200000,2,2016/2/1,1,4,473,8,23.42,0,700,704,22,0,0,86264,84,35,0,0,Feb-82,4,1,0,11,17,17,17,17,4,17,24,14,21,,0,0,1
160,13000,5,12.99,295.73,C,C1,200039,4 years,0,98000,0,2014/5/1,0,0,690,2,13.7,0,670,674,11,0,0,7929,74.8,21,0,0,Oct-86,0,1,3,3,5,5,4,10,6,8,14,5,11,0,0,0,2
161,12000,5,18.25,306.36,F,F1,233454,5 years,0,105000,1,2011/3/1,0,1,643,45,7.47,0,695,699,11,0,0,3911,26.8,22,1,0,Dec-02,9378,1,,,,,,,,,,,,,,,
162,4450,3,17.14,158.97,D,D4,32,10+ years,1,48000,2,2015/2/1,0,0,209,21,5.51,0,665,669,14,1,1,2846,14.6,32,1,0,Mar-03,0,1,0,4,9,9,4,16,1,14,29,9,14,0,0,0,4
163,9000,3,9.99,290.37,B,B3,3632,4 years,1,52000,1,2015/7/1,0,0,33,22,23.45,1,670,674,13,0,0,8773,68,19,0,0,Dec-04,0,1,0,3,4,4,3,3,12,6,7,4,13,0,0,0,1
164,8000,3,9.49,256.23,B,B2,38,10+ years,2,56000,1,2014/11/1,0,2,337,14,7.14,0,755,759,5,0,0,16934,49.5,11,1,0,Mar-93,5,1,0,3,3,3,3,8,3,3,8,3,5,0,0,0,3
165,8000,3,15.61,279.72,D,D1,62752,1 year,1,45000,0,2015/7/1,0,0,209,21,22.69,1,660,664,15,0,0,10368,87,16,0,0,Nov-98,0,1,0,6,8,8,5,6,8,8,8,8,15,,0,1,1
166,12000,3,7.89,375.43,A,A5,73463,7 years,1,52000,0,2015/6/1,0,0,271,35,9.76,0,775,779,5,0,0,4938,24.9,14,0,0,Jun-04,0,1,0,1,2,2,1,8,3,4,11,2,5,0,0,0,0
167,35000,5,17.57,880.61,D,D4,427,10+ years,0,150000,1,2015/9/1,1,0,599,13,15.31,1,675,679,42,0,0,44777,62.7,52,1,0,Jan-98,0,1,0,16,30,30,16,20,4,40,47,30,42,0,0,0,2
168,25000,3,5.32,752.87,A,A1,2861,6 years,0,238000,1,2015/12/1,0,0,31,2,7.07,2,710,714,16,1,0,209338,54.3,38,0,0,May-75,0,1,0,4,6,6,7,17,7,14,28,6,16,0,0,0,0
169,10000,3,11.49,329.72,B,B5,429,10+ years,0,52000,1,2016/11/1,0,2,237,32,3.46,0,715,719,10,0,0,5974,16.6,19,0,0,May-98,5,1,1,0,1,1,3,8,4,9,14,1,10,0,0,0,2
170,10000,3,9.67,321.13,B,B1,176,10+ years,1,42000,1,2013/11/1,1,0,36,13,21.89,0,735,739,10,2,1,12671,29.8,16,0,0,Aug-96,1692,1,0,5,6,6,6,9,3,8,12,6,10,0,0,0,1
171,17275,3,18.2,626.27,E,E1,8534,1 year,1,41184,1,2015/12/1,1,4,200,22,26.33,0,670,674,18,0,0,22932,72.1,31,1,0,Jan-05,4,1,0,9,16,16,9,12,8,17,22,16,18,0,0,0,3
172,5500,3,11.99,182.66,B,B3,213772,5 years,0,45000,0,2014/1/1,0,0,160,4,29.47,0,675,679,18,0,0,18537,46,26,0,0,Jun-02,0,1,0,4,9,9,6,8,6,15,20,9,18,0,0,0,2
173,10000,3,11.67,330.57,B,B4,11200,9 years,0,55000,1,2014/11/1,0,0,134,8,23.22,1,685,689,14,0,0,6764,43.4,24,0,0,Jun-06,0,1,2,5,8,8,5,7,7,12,16,8,14,0,0,0,0
174,9000,5,17.14,224.36,E,E3,234720,10+ years,1,60000,2,2011/1/1,1,0,418,45,20.16,0,685,689,19,1,1,8662,46.3,43,1,0,Oct-90,10258,1,,,,,,,,,,,,,,,
175,5000,3,11.99,166.05,C,C1,54,,0,90000,1,2016/2/1,0,4,519,9,11.51,0,740,744,6,0,0,15831,85.6,17,0,0,Jul-94,4,1,0,1,3,3,1,2,5,4,8,3,6,0,0,0,1
176,10000,3,8.39,315.17,B,B1,67,4 years,2,35000,0,2016/2/1,0,4,677,13,27.71,1,670,674,20,0,0,12007,65,22,1,0,Feb-10,4,1,0,4,7,7,4,4,13,7,9,6,19,,0,1,4
177,19150,5,16.55,471.31,D,D2,14913,10+ years,0,55000,2,2015/11/1,0,0,523,13,33.22,0,685,689,15,0,0,31117,72.7,30,0,0,Apr-96,0,1,0,8,9,9,11,16,9,13,21,9,15,0,0,0,1
178,10000,3,12.74,335.69,C,C1,62,< 1 year,1,120000,1,2016/12/1,0,9,120,21,5.21,1,705,709,7,0,0,9322,39.2,15,1,0,Oct-12,10,1,0,2,4,4,2,6,3,6,12,4,7,0,0,0,1
179,15000,3,14.49,516.25,C,C4,4972,10+ years,1,65000,0,2014/10/1,0,0,9,7,17.28,0,660,664,16,0,0,16578,92.6,37,1,0,Aug-05,0,1,0,7,11,11,10,16,15,14,22,11,16,0,0,0,4
180,15875,5,20.99,429.39,E,E4,12362,9 years,1,55000,1,2014/12/1,0,0,25,13,32.67,0,695,699,9,0,0,18167,57.5,20,0,0,Jan-00,0,1,0,5,7,7,5,10,6,7,14,7,9,0,0,0,1
181,19425,3,14.65,670.05,C,C5,1,4 years,1,120000,0,2015/8/1,0,0,24,17,12.46,0,670,674,18,0,0,8427,69.6,31,1,0,Nov-05,0,1,8,4,5,5,6,9,19,7,11,5,18,0,0,0,0
182,10000,3,8.9,317.54,A,A5,787,2 years,1,44097,0,2014/1/1,0,4,431,20,20.55,0,690,694,17,0,0,13979,52.2,29,1,0,Oct-04,4,1,0,4,6,6,7,12,12,9,17,6,17,0,0,0,2
183,15000,3,5.32,451.73,A,A1,20724,1 year,1,45000,0,2015/11/1,0,4,107,30,24.72,0,710,714,10,0,0,13164,77.9,25,0,0,Jun-06,4,1,0,4,4,4,4,5,16,5,9,4,10,0,0,0,1
184,23450,5,22.74,657.57,E,E1,9561,5 years,0,102000,2,2016/12/1,1,0,186,9,25.33,0,705,709,12,0,0,38639,75.5,24,0,0,Sep-82,0,1,0,3,5,5,3,5,7,8,13,5,12,0,0,0,2
185,24000,3,15.59,838.92,C,C5,358134,10+ years,0,70000,2,2016/8/1,1,0,230,2,17.4,0,680,684,10,0,0,8753,26.8,13,0,0,Dec-06,0,1,0,4,7,7,4,4,4,8,8,7,10,0,0,0,6
186,15000,3,12.49,501.74,B,B5,1086,< 1 year,1,53000,0,2014/6/1,0,0,66,14,23.37,0,675,679,21,0,0,18363,64.6,33,0,0,Aug-04,0,1,0,5,6,6,6,8,17,12,16,6,21,0,0,0,3
187,12000,5,14.46,282.09,C,C4,4026,10+ years,0,53000,1,2016/2/1,1,4,81,15,19.86,0,660,664,7,0,0,12334,87.5,8,0,0,Jan-12,4,1,0,4,5,5,4,4,2,6,6,5,7,0,0,0,1
188,20000,5,23.13,565.31,F,F1,955,1 year,0,76000,0,2016/3/1,0,2,153,11,26.97,0,680,684,13,0,0,14330,48.1,33,0,0,Aug-04,5,1,1,5,6,6,5,12,16,9,16,6,13,0,0,0,7
189,20000,3,11.99,664.2,C,C1,62,10+ years,0,80000,0,2016/1/1,0,0,416,19,26.5,3,670,674,9,0,0,12607,97,57,0,0,Oct-98,0,1,0,3,7,7,3,32,7,7,42,7,9,0,0,1,1
190,25000,5,19.99,662.21,E,E4,52441,10+ years,2,89000,2,2015/9/1,0,0,131,6,15.76,0,670,674,17,0,0,25341,86.2,44,1,0,Apr-99,0,1,0,7,11,11,8,17,14,14,25,11,17,0,0,0,0
191,30000,5,12.99,682.44,C,C1,5872,2 years,1,117312,2,2014/10/1,0,0,111,8,17.56,0,690,694,9,0,0,37156,86.6,26,0,0,Aug-95,0,1,2,4,5,5,5,6,12,7,10,5,9,0,0,0,1
192,5000,3,7.49,155.51,A,A4,225927,5 years,1,58000,2,2011/8/1,0,4,56,8,14.46,0,745,749,9,0,0,4948,90,21,1,0,Aug-02,5285,1,,,,,,,,,,,,,,,
193,4950,3,18.85,181.08,D,D3,270586,< 1 year,1,18000,1,2013/9/1,0,4,43,19,21.33,0,665,669,9,1,1,6950,59.9,12,1,0,Dec-92,769,1,0,4,9,9,4,6,1,9,11,9,9,0,0,0,4
194,6000,3,7.26,185.98,A,A4,14103,4 years,1,84000,1,2015/8/1,0,4,185,3,9.15,0,680,684,3,0,0,6399,33.2,9,0,0,Apr-00,4,1,3,2,2,2,2,4,2,2,6,2,3,0,0,0,0
195,35000,3,14.09,1197.75,B,B5,307505,10+ years,1,83000,2,2013/4/1,0,0,100,4,15.4,0,710,714,4,0,0,41321,81.8,12,1,0,Aug-85,26442,1,0,2,3,3,2,5,3,4,9,3,4,0,0,0,0
196,5225,3,14.46,179.75,C,C4,54,,1,50000,1,2016/5/1,0,4,302,30,23.67,13,670,674,13,1,1,8188,65,51,1,0,Nov-89,4,1,0,3,11,11,15,20,7,11,44,7,13,,0,13,9
197,7000,3,11.44,230.64,B,B4,54,,2,86000,1,2017/1/1,0,4,342,21,2.41,0,695,699,6,0,0,7707,64.2,10,1,0,Apr-05,4,1,0,4,5,5,4,5,1,5,7,5,6,0,0,0,4
198,12950,3,6.62,397.62,A,A2,1915,8 years,0,128000,0,2014/5/1,0,4,146,23,11.27,0,685,689,7,0,0,16281,72,10,0,0,Nov-90,4,1,0,2,2,2,2,3,4,3,4,2,7,0,0,0,1
199,15000,5,19.99,397.33,E,E1,133649,10+ years,2,40000,0,2016/4/1,1,4,27,12,37.29,0,675,679,14,0,0,19245,72.1,23,0,0,Nov-97,4,1,0,5,10,10,5,6,7,11,16,10,14,0,0,0,2
200,24000,3,9.17,765.1,B,B2,1301,5 years,0,115000,0,2015/10/1,0,0,377,11,24.45,0,725,729,9,0,0,23184,91.3,25,0,0,Jan-02,0,1,0,1,4,4,1,3,6,4,14,4,9,0,0,0,2
201,4000,3,13.99,136.7,C,C3,4220,2 years,1,30000,2,2016/11/1,0,0,43,19,24.08,0,680,684,14,0,0,10740,47.3,22,0,0,Oct-05,0,1,0,7,9,9,9,13,6,12,16,9,14,0,0,0,3
202,5000,3,10.99,163.67,B,B3,515,10+ years,1,42000,1,2014/10/1,0,0,304,8,31.08,0,690,694,10,0,0,12788,58.1,27,1,0,Apr-00,0,1,0,3,3,3,3,6,12,6,12,3,10,0,0,0,2
203,13000,3,11.49,428.63,B,B5,34,4 years,0,41800,0,2017/1/1,0,0,245,26,28.4,0,680,684,4,0,0,1953,47.6,19,0,0,Oct-94,0,1,6,1,2,2,1,7,4,2,9,2,4,0,0,0,0
204,32000,3,9.99,1032.4,B,B3,62,8 years,1,127488,2,2015/10/1,0,4,203,30,21.21,0,670,674,17,0,0,57322,84.4,29,1,0,Dec-83,4,1,0,8,12,12,8,13,8,15,20,12,17,0,0,0,1
205,25000,5,15.31,598.83,C,C3,348963,2 years,0,70000,1,2012/3/1,1,0,484,21,14.04,2,735,739,7,0,0,1385,0,25,1,0,Nov-90,60093,1,,,,,,,,,,,,,,,
206,5250,3,17.57,188.67,D,D4,58339,10+ years,1,48800,2,2015/8/1,0,0,62,13,30.05,0,660,664,7,0,0,3277,52.9,10,1,0,Jul-98,0,1,1,3,5,5,3,3,4,5,6,5,7,0,0,0,1
207,5100,3,9.93,164.4,B,B2,140264,4 years,2,48000,2,2017/6/1,1,8,601,44,16.98,2,725,729,10,0,0,4035,26.2,30,0,0,Apr-94,9,1,1,4,4,4,7,9,12,7,14,4,9,1,0,1,2
208,9875,3,12.74,331.5,C,C1,38,10+ years,0,65000,1,2016/10/1,1,2,56,8,34.6,0,720,724,10,0,0,20725,37.1,23,0,0,Mar-01,5,1,1,2,2,2,5,8,7,7,13,2,10,0,0,0,0
209,2500,3,7.24,77.47,A,A3,254906,10+ years,0,50000,0,2017/1/1,0,0,66,14,8.04,0,760,764,10,0,0,16414,62.2,21,0,0,Feb-01,0,1,0,3,5,5,4,6,3,9,16,5,10,0,0,0,1
210,15750,3,19.99,585.25,D,D4,124219,3 years,1,37500,1,2016/6/1,1,0,401,24,19.97,0,710,714,13,0,0,2741,19.6,44,1,0,Jul-06,0,1,1,2,4,4,3,5,30,9,14,4,13,0,0,0,5
211,10300,3,13.59,349.99,C,C2,2328,2 years,1,38646,2,2017/11/1,0,0,141,13,23.51,0,670,674,11,0,0,5335,27.9,20,0,0,Sep-06,0,1,1,3,6,6,3,5,4,8,16,6,11,0,0,0,1
212,14650,3,15.99,514.98,C,C5,144270,1 year,0,100000,1,2017/5/1,0,0,424,24,29.46,0,680,684,21,0,0,47751,74.6,57,1,0,Mar-99,0,1,1,9,10,10,10,11,33,16,21,10,21,0,0,0,0
213,27150,3,12.99,914.67,B,B4,1525,7 years,2,76000,1,2013/10/1,0,4,39,24,31.39,0,725,729,6,0,0,39655,82.5,14,1,0,Nov-91,29304,1,0,2,4,4,3,7,2,5,9,4,6,0,0,0,0
214,8000,3,11.47,263.7,B,B5,149516,1 year,1,30000,1,2016/3/1,1,0,127,13,15.51,0,695,699,13,0,0,11275,86.7,31,0,0,Dec-01,0,1,0,4,4,4,4,6,17,8,14,4,13,0,0,0,0
215,5825,3,8.9,184.97,A,A5,336347,4 years,0,21000,0,2012/9/1,0,0,228,24,12.69,0,710,714,11,1,1,6453,33.6,24,1,0,Jun-81,70,1,0,3,5,5,5,8,1,10,19,5,11,0,0,0,4
216,4200,3,8.99,133.54,B,B1,5450,4 years,0,40000,1,2016/10/1,0,9,696,15,32.31,0,675,679,11,0,0,17515,37.5,51,0,0,Nov-03,10,1,0,5,6,6,5,9,39,7,12,6,11,0,0,0,3
217,24000,5,20.5,642.55,E,E4,78868,10+ years,0,78000,1,2016/1/1,0,0,76,26,29.85,0,675,679,18,1,0,24762,69.4,38,0,0,Feb-01,0,1,0,6,10,10,7,12,14,13,21,10,18,0,0,0,2
218,14025,5,21.99,387.28,F,F1,57931,3 years,1,39000,1,2015/8/1,1,5,48,10,25.75,0,715,719,10,0,0,8761,47.1,16,1,0,Sep-09,6,1,0,3,4,4,3,3,10,5,5,4,10,0,0,0,1
219,13600,3,7.9,425.55,A,A4,303978,5 years,0,58000,1,2012/9/1,0,0,299,0,14.05,0,735,739,14,0,0,11124,41.5,20,1,0,Oct-93,1061,1,0,3,7,7,5,9,2,12,17,7,14,0,0,0,3
220,15000,5,11.47,329.67,B,B5,129216,10+ years,0,90000,1,2016/5/1,0,0,19,14,8.73,0,670,674,9,1,1,7097,37.7,27,1,0,May-06,0,1,0,3,5,5,3,5,10,7,12,5,9,0,0,0,4
221,11000,3,6.72,338.25,A,A3,113806,4 years,1,80000,1,2018/1/1,0,0,25,13,6.72,0,680,684,15,1,1,7933,15.5,22,0,0,Sep-05,0,1,0,4,5,5,4,8,4,12,18,5,15,0,0,0,3
222,5500,3,14.16,188.41,C,C2,788,5 years,1,30082.88,1,2014/4/1,0,0,512,21,13.89,0,670,674,10,1,1,5506,59.2,28,1,0,Jun-87,0,1,4,10,10,10,10,15,4,10,24,10,10,0,0,0,1
223,10000,3,15.61,349.65,D,D1,2174,5 years,0,100000,0,2015/7/1,0,0,275,8,18.79,0,660,664,15,1,1,14230,78,35,0,0,Oct-94,0,1,0,6,13,13,9,11,3,13,27,13,15,,0,0,5
224,20875,5,21.67,572.64,E,E5,3267,4 years,0,58000,1,2015/3/1,1,0,197,4,13.64,0,705,709,12,0,0,24410,52.2,36,1,0,Mar-88,0,1,0,2,4,4,5,14,5,10,27,4,12,0,0,0,2
225,8000,3,10.99,261.88,B,B4,54,,2,32000,2,2015/10/1,0,8,275,8,29.03,0,705,709,8,0,0,24373,57.1,9,1,0,Jan-94,9,1,0,6,6,6,7,7,1,7,8,6,8,0,0,0,1
226,21600,3,8.39,680.76,A,A5,11730,10+ years,0,67000,2,2014/8/1,0,4,83,15,4.53,0,715,719,11,0,0,7660,75.1,21,0,0,Nov-88,4,1,0,4,4,4,9,13,2,11,17,4,11,0,0,0,1
227,5600,3,13.33,189.58,C,C3,97,< 1 year,1,31000,1,2015/6/1,0,4,505,10,14.48,0,670,674,4,0,0,5019,77.2,9,1,0,Dec-11,4,1,0,2,3,3,2,2,5,3,4,3,4,0,0,0,2
228,30000,5,23.99,862.87,F,F3,39319,6 years,0,130000,2,2015/10/1,0,4,390,13,19.02,3,670,674,16,0,0,22988,79.5,38,1,0,Jul-98,4,1,1,4,6,6,5,14,9,11,23,6,16,0,0,1,2
229,10000,3,13.33,338.54,C,C3,3458,2 years,0,44000,2,2015/10/1,0,0,282,7,33.66,0,665,669,13,1,1,4243,43.7,24,1,0,Aug-03,0,1,0,4,7,7,5,10,6,9,17,7,13,0,0,0,3
230,9000,3,17.14,321.51,D,D4,101564,7 years,1,40000,1,2015/2/1,1,0,403,38,29.85,0,660,664,3,0,0,17633,98,8,1,0,May-06,0,1,0,2,2,2,2,3,2,2,6,2,3,0,0,0,1
231,20000,3,6.97,617.27,A,A3,9646,10+ years,0,83500,0,2016/3/1,0,5,258,8,18.74,0,750,754,8,0,0,11846,50.2,20,0,0,Nov-95,6,1,0,3,3,3,3,4,8,4,8,3,8,0,0,0,0
232,35000,3,20.49,1309.49,E,E1,330884,4 years,1,100000,1,2012/11/1,0,0,277,8,19.24,1,675,679,13,0,0,16400,72.6,18,1,0,Nov-97,148,1,0,4,7,7,4,5,3,11,14,7,13,0,0,0,3
